Year,Year_Rank,Song,Artist,Genre,Peak,danceability,energy,valence,tempo,duration_min,loudness,acousticness
1988,89,Push It,Salt-N-Pepa,Hip-Hop/Rap,19,0.564,0.909,0.892,123.9,4.04,-6.5,0
1988,90,Need You Tonight,INXS,R&B/Soul,1,0.801,0.723,0.883,109,3.01,-5,0.071
1988,91,Chains Of Love,Erasure,Electronic/Dance,12,0.214,0.325,0.185,77.5,3.26,-11.7,0.069
1988,92,Just Like Paradise,David Lee Roth,Rock,6,0.611,0.853,0.376,135.6,4.05,-5,0.022
1988,93,The Valley Road,Bruce Hornsby & The Range,Rock,5,0.619,0.55,0.529,126.2,4.7,-9.7,0.411
1988,94,Everything Your Heart Desires,Daryl Hall John Oates,Rock,3,0.706,0.861,0.887,100,5.01,-5.8,0.157
1988,95,Rush Hour,Jane Wiedlin,Pop,9,0.549,0.783,0.857,143,4.07,-11.5,0.122
1988,96,One Moment In Time,Whitney Houston,R&B/Soul,5,0.266,0.539,0.325,155.5,4.75,-6.7,0.493
1988,97,Circle In The Sand,Belinda Carlisle,Rock,7,0.609,0.851,0.657,125.9,3.73,-5.2,0.046
1988,98,Say You Will,Foreigner,Rock,6,0.72,0.72,0.636,126,4.26,-7.4,0.195
1988,99,Beds Are Burning,Midnight Oil,Rock,17,0.753,0.427,0.295,119.2,4.26,-11.1,0.008
1988,100,Dirty Diana,Michael Jackson,R&B/Soul,1,0.734,0.801,0.331,131.4,4.68,-4.5,0.178
1989,1,Love Song,Tesla,Rock,2,0.625,0.686,0.556,139.8,3.53,-8.3,0.015
1989,3,Bust A Move,Young M.C.,Pop,7,0.923,0.925,0.708,119,4.41,-5,0.1
1989,4,Girl You Know It's True,Milli Vanilli,Pop,2,0.772,0.822,0.526,97.7,3.31,-5.6,0.008
1989,5,I Like It,Dino,Pop,7,0.816,0.726,0.65,136,4.22,-4,0.099
1989,6,Once Bitten Twice Shy,Great White,Rock,5,0.723,0.541,0.607,131.7,5.38,-14,0.028
1989,7,One,Bee Gees,Electronic/Dance,7,0.683,0.616,0.959,109,4.91,-12.9,0.272
1989,8,Cold Hearted,Paula Abdul,Rock,1,0.879,0.679,0.724,122.4,3.86,-8.6,0.149
1989,9,Forever Your Girl,Paula Abdul,Rock,1,0.701,0.891,0.747,120,5.01,-7.9,0.185
1989,10,Buffalo Stance,Neneh Cherry,Pop,3,0.708,0.627,0.764,107.2,5.71,-11.2,0.011
1989,11,If You Don't Know Me By Now,Simply Red,Electronic/Dance,1,0.467,0.371,0.478,93.7,3.43,-12.5,0.659
1989,12,She Drives Me Crazy,Fine Young Cannibals,Electronic/Dance,1,0.799,0.687,0.965,108.8,3.6,-5.7,0.193
1989,13,If I Could Turn Back Time,Cher,Pop,3,0.654,0.566,0.527,108.3,4,-10.3,0.244
1989,14,I'll Be Loving You (Forever),New Kids On The Block,Pop,1,0.598,0.282,0.305,134.7,4.4,-17.2,0.282
1989,15,Baby Don't Forget My Number,Milli Vanilli,Pop,1,0.851,0.649,0.846,100.3,4.16,-12.9,0.005
1989,17,Straight Up,Paula Abdul,Rock,1,0.868,0.862,0.944,100,3.67,-3.6,0.248
1989,18,"On Our Own (From ""Ghostbusters II"")",Bobby Brown,Hip-Hop/Rap,2,0.659,0.88,0.465,102.7,4.83,-6.4,0.002
1989,19,Right Here Waiting,Richard Marx,Rock,1,0.395,0.252,0.126,177.7,4.41,-13.6,0.8
1989,20,Listen To Your Heart,Roxette,Rock,1,0.539,0.583,0.337,86.1,5.47,-4.9,0.108
1989,21,Toy Soldiers,Martika,Pop,1,0.514,0.59,0.173,130.2,4.79,-6.4,0.403
1989,24,Second Chance,Thirty Eight Special,Rock,6,0.46,0.796,0.182,100,3.7,-4.5,0.001
1989,25,Miss You Much,Janet Jackson,R&B/Soul,1,0.711,0.975,0.645,115.2,4.21,-7.9,0.031
1989,26,The Living Years,Mike + The Mechanics,Rock,1,0.522,0.457,0.277,97.9,5.4,-10.4,0.649
1989,27,Every Little Step,Bobby Brown,Hip-Hop/Rap,3,0.797,0.656,0.948,99.8,3.95,-11.6,0.007
1989,28,I'll Be There For You,Bon Jovi,Rock,1,0.437,0.727,0.233,73,5.78,-5.4,0.053
1989,29,Heaven,Warrant,Rock,2,0.592,0.873,0.516,122,4.62,-5.7,0.072
1989,30,The Look,Roxette,Rock,1,0.634,0.838,0.541,95,3.96,-5.4,0.053
1989,31,Thinking Of You,SaFire,Pop,12,0.741,0.837,0.88,116.1,4.7,-13,0.117
1989,32,Don't Wanna Lose You,Gloria Estefan,Rock,1,0.545,0.356,0.465,82.2,4.17,-14.1,0.413
1989,33,Angel Eyes,The Jeff Healey Band,R&B/Soul,5,0.656,0.696,0.966,108,3.11,-5.9,0.013
1989,35,Lost In Your Eyes,Debbie Gibson,Rock,1,0.482,0.613,0.238,144.5,3.55,-7.5,0.46
1989,36,Eternal Flame,The Bangles,Rock,1,0.526,0.358,0.4,79,3.97,-7.2,0.525
1989,37,Secret Rendezvous,Karyn White,R&B/Soul,6,0.733,0.689,0.888,111.7,5.62,-13,0.05
1989,38,Love Shack,The B-52s,Rock,3,0.715,0.817,0.871,133.9,5.36,-6.2,0.032
1989,39,So Alive,Love And Rockets,Rock,3,0.7,0.569,0.924,118.8,4.3,-14,0.005
1989,40,You Got It (The Right Stuff),New Kids On The Block,Pop,3,0.788,0.522,0.923,111.6,4.17,-13,0.013
1989,41,Miss You Like Crazy,Natalie Cole,R&B/Soul,7,0.596,0.546,0.255,131.1,3.9,-6.3,0.633
1989,42,Wild Thing,Tone-Loc,Hip-Hop/Rap,2,0.779,0.598,0.311,104,2.96,-14.2,0.112
1989,43,18 And Life,Skid Row,Rock,4,0.466,0.648,0.305,90.4,3.83,-11.1,0.002
1989,45,When I See You Smile,Bad English,Rock,1,0.495,0.609,0.33,135.7,4.29,-9.9,0.42
1989,46,Good Thing,Fine Young Cannibals,Electronic/Dance,1,0.747,0.586,0.893,164.7,3.36,-10.1,0.071
1989,47,Real Love,Jody Watley,Electronic/Dance,2,0.711,0.74,0.753,109.2,4.36,-8.4,0.003
1989,48,"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,Pop,6,0.511,0.336,0.166,138.2,4.07,-13.1,0.595
1989,51,Funky Cold Medina,Tone-Loc,Hip-Hop/Rap,3,0.988,0.633,0.929,117.5,4.14,-15,0.076
1989,52,Like A Prayer,Madonna,Pop,1,0.544,0.871,0.311,111,5.25,-5.7,0.197
1989,53,Dreamin',Vanessa Williams,Pop,8,0.507,0.454,0.746,75.2,2.36,-9.8,0.796
1989,54,Rock Wit'cha,Bobby Brown,Hip-Hop/Rap,7,0.696,0.561,0.901,77.5,4.83,-12.5,0.034
1989,55,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),Electronic/Dance,11,0.673,0.386,0.673,93.1,6.03,-16.1,0.026
1989,56,Shower Me With Your Love,Surface,Electronic/Dance,5,0.632,0.356,0.197,131.3,4.92,-10.8,0.523
1989,57,Soldier Of Love,Donny Osmond,Pop,2,0.518,0.952,0.877,192.6,5.89,-5.8,0.052
1989,58,Stand,R.E.M.,Rock,6,0.409,0.804,0.422,185.9,5.26,-6.5,0.043
1989,59,Hangin' Tough,New Kids On The Block,Pop,1,0.764,0.551,0.746,90.8,4.28,-12,0.12
1989,60,Back To Life,Soul II Soul,Electronic/Dance,4,0.817,0.485,0.672,101,3.8,-11.7,0.052
1989,61,When I Looked At Him,Expose,Pop,10,0.455,0.713,0.469,169.6,4.32,-11,0.23
1989,62,Satisfied,Richard Marx,Rock,1,0.572,0.914,0.843,109,4.24,-8.4,0.072
1989,63,The Lover In Me,Sheena Easton,Rock,2,0.818,0.808,0.931,115.2,5.02,-8.5,0.027
1989,64,Don't Shut Me Out,Kevin Paige,Pop,18,0.672,0.883,0.681,105.1,3.87,-9.5,0.019
1989,65,The End Of The Innocence,Don Henley,Rock,8,0.623,0.425,0.392,116.6,5.26,-13,0.306
1989,66,Patience,Guns N' Roses,Rock,4,0.457,0.297,0.333,120,5.91,-12.5,0.686
1989,67,It's No Crime,Babyface,R&B/Soul,7,0.802,0.802,0.912,116.3,4.02,-6.7,0.061
1989,68,You Got It,Roy Orbison,Rock,9,0.714,0.438,0.629,118.9,3.92,-13.4,0.5
1989,69,Sowing The Seeds Of Love,Tears For Fears,Electronic/Dance,2,0.209,0.795,0.682,172,6.28,-7.2,0.011
1989,70,Lay Your Hands On Me,Bon Jovi,Rock,7,0.332,0.967,0.389,100.5,3.82,-3.9,0.177
1989,71,Express Yourself,Madonna,Pop,2,0.789,0.683,0.882,92.3,3.89,-8.8,0.48
1989,72,Everlasting Love,Howard Jones,Electronic/Dance,12,0.547,0.826,0.504,121.4,2.57,-4.7,0.736
1989,73,This Time I Know It's For Real,Donna Summer,Electronic/Dance,7,0.614,0.866,0.846,116.1,3.65,-10.9,0.008
1989,74,Love In An Elevator,Aerosmith,Rock,5,0.436,0.966,0.601,93.9,5.36,-4.2,0.009
1989,75,Paradise City,Guns N' Roses,Rock,5,0.268,0.98,0.395,100.3,6.76,-6,0.019
1989,76,Blame It On The Rain,Milli Vanilli,Pop,1,0.758,0.827,0.506,97.5,4.14,-6.2,0.003
1989,77,Cherish,Madonna,Electronic/Dance,2,0.502,0.279,0.33,98,3.79,-13.3,0.666
1989,78,Friends,Jody Watley With Eric B. & Rakim,Rock,9,0.627,0.53,0.314,121.1,4.35,-8,0.661
1989,79,Don't Close Your Eyes,KIX,Rock,11,0.537,0.382,0.338,148.1,4.28,-15.6,0.08
1989,80,Crazy About Her,Rod Stewart,Rock,11,0.74,0.628,0.755,107.9,4.98,-14.6,0.051
1989,81,When I'm With You,Sheriff,Rock,1,0.248,0.324,0.122,135.8,3.97,-10.9,0.274
1989,82,Roni,Bobby Brown,Hip-Hop/Rap,3,0.717,0.696,0.904,146.7,5.97,-11.9,0.012
1989,83,Cry,Waterfront,Country,10,0.538,0.707,0.296,113,3.47,-3.9,0.015
1989,84,Poison,Alice Cooper,Hip-Hop/Rap,7,0.28,0.908,0.26,118.7,4.5,-5.5,0.033
1989,85,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),Country,2,0.401,0.285,0.267,130.5,3.53,-11,0.657
1989,86,"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson & Robin Zander,Pop,6,0.37,0.683,0.118,148.1,4.08,-5.7,0.452
1989,89,Room To Move,Animotion,Electronic/Dance,9,0.509,0.805,0.667,200.7,4.61,-10.3,0.03
1989,90,What You Don't Know,Expose,Pop,8,0.67,0.887,0.902,119.6,4.21,-8.8,0.152
1989,91,Angelia,Richard Marx,Rock,4,0.54,0.64,0.523,97,5.3,-8.6,0.114
1989,92,Who Do You Give Your Love To?,Michael Morales,Pop,15,0.681,0.719,0.85,127.6,4.08,-10.6,0.104
1989,93,Superwoman,Karyn White,R&B/Soul,8,0.408,0.494,0.136,161.7,4.57,-8.3,0.267
1989,94,Cover Girl,New Kids On The Block,Pop,2,0.721,0.765,0.948,119.9,4.03,-13,0.034
1989,95,Didn't I (Blow Your Mind),New Kids On The Block,Pop,8,0.641,0.43,0.506,137.8,4.42,-13.3,0.306
1989,96,You're Not Alone,Chicago,Rock,10,0.487,0.84,0.383,104,4.01,-6,0.327
1989,97,We Didn't Start The Fire,Billy Joel,Rock,1,0.712,0.967,0.895,145,4.8,-5.2,0.077
1989,98,I Drove All Night,Cyndi Lauper,Rock,6,0.566,0.912,0.644,135,4.01,-4.2,0.001
1989,99,Born To Be My Baby,Bon Jovi,Rock,3,0.534,0.959,0.756,131.3,4.67,-4.3,0.009
1989,100,Dr. Feelgood,Motley Crue,Rock,6,0.535,0.967,0.347,111,4.84,-4.1,0.001
1990,1,Hold On,En Vogue,R&B/Soul,1,0.574,0.667,0.546,88.3,3.77,-5.4,0.206
1990,2,Unchained Melody,The Righteous Brothers,R&B/Soul,13,0.488,0.195,0.141,97.6,3.73,-15.2,0.922
1990,3,Close To You,Maxi Priest,Rock,1,0.228,0.551,0.353,175.6,5.29,-4.9,0.288
1990,4,Poison,Bell Biv DeVoe,Hip-Hop/Rap,3,0.28,0.908,0.26,118.7,4.5,-5.5,0.033
1990,5,Sending All My Love,Linear,Pop,5,0.703,0.517,0.768,104.8,3.9,-13.6,0
1990,6,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,Rock,1,0.52,0.652,0.722,80.6,4.31,-6.7,0.34
1990,8,Vogue,Madonna,Pop,1,0.737,0.88,0.329,116,5.28,-6.4,0.004
1990,9,Heart Of Stone,Taylor Dayne,Pop,12,0.387,0.64,0.552,204.2,4.27,-10.8,0.246
1990,10,Vision Of Love,Mariah Carey,R&B/Soul,1,0.256,0.463,0.354,205.4,3.49,-11,0.442
1990,11,Here And Now,Luther Vandross,R&B/Soul,6,0.506,0.813,0.706,148,2.86,-3.6,0.051
1990,12,(Can't Live Without Your) Love And Affection,Nelson,Country,1,0.543,0.902,0.855,121.4,3.94,-6.3,0.035
1990,13,Do Me!,Bell Biv DeVoe,Hip-Hop/Rap,3,0.722,0.777,0.707,107.8,4.54,-6.8,0.15
1990,14,Rub You The Right Way,Johnny Gill,R&B/Soul,3,0.676,0.874,0.844,111.9,5.54,-7,0.022
1990,15,Black Velvet,Alannah Myles,Rock,1,0.754,0.366,0.469,91.1,4.79,-10.1,0.273
1990,16,Nothing Compares 2 U,Sinead O'Connor,Rock,1,0.511,0.574,0.161,119.9,4.67,-7,0.043
1990,17,I Wanna Be Rich,Calloway,Pop,2,0.733,0.781,0.869,114.2,5.07,-10.3,0.035
1990,18,I Don't Have The Heart,James Ingram,Rock,1,0.487,0.423,0.334,88.9,4.23,-8.2,0.658
1990,19,Can't Stop,After 7,R&B/Soul,6,0.727,0.811,0.808,97.1,4.13,-11.5,0.245
1990,20,The Power,Snap!,Electronic/Dance,2,0.74,0.88,0.707,108.9,3.82,-7.7,0.043
1990,21,All Around The World,Lisa Stansfield,Electronic/Dance,3,0.689,0.816,0.775,128,4.08,-4,0.019
1990,22,Release Me,Wilson Phillips,Rock,1,0.869,0.732,0.944,130.1,3.95,-5.4,0.016
1990,23,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,Rock,1,0.553,0.611,0.37,78.7,5.59,-10,0.06
1990,24,Don't Wanna Fall In Love,Jane Child,Pop,2,0.708,0.681,0.814,111.6,4.13,-11.2,0.015
1990,25,The Humpty Dance,Digital Underground,Hip-Hop/Rap,11,0.813,0.693,0.618,103.5,6.53,-8,0.034
1990,26,All I Wanna Do Is Make Love To You,Heart,Pop,2,0.626,0.746,0.8,102.9,5.18,-8.8,0.16
1990,27,If Wishes Came True,Sweet Sensation,Pop,1,0.493,0.453,0.188,143.7,5.25,-10.9,0.094
1990,28,Love Will Lead You Back,Taylor Dayne,Rock,1,0.547,0.513,0.2,73.2,4.63,-7,0.201
1990,29,No More Lies,Michel'le,Hip-Hop/Rap,7,0.834,0.871,0.835,110.3,3.76,-7,0.15
1990,30,Enjoy The Silence,Depeche Mode,Rock,8,0.641,0.812,0.822,112.8,4.29,-7.9,0.155
1990,32,"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,Rock,8,0.672,0.782,0.543,109,4.84,-8,0.326
1990,33,Ice Ice Baby,Vanilla Ice,Hip-Hop/Rap,1,0.98,0.816,0.787,120,3.42,-8.1,0.019
1990,34,Feels Good,Tony Toni Tone,R&B/Soul,9,0.823,0.856,0.658,117.2,4.97,-12,0.113
1990,35,She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,Rock,1,0.785,0.91,0.931,102.7,3.6,-5.5,0.117
1990,36,Unskinny Bop,Poison,Rock,3,0.574,0.93,0.69,92.3,3.8,-2.9,0.066
1990,38,Love Takes Time,Mariah Carey,R&B/Soul,1,0.602,0.338,0.25,126.2,3.82,-12.4,0.727
1990,39,Giving You The Benefit,Pebbles,Pop,4,0.708,0.812,0.929,103.1,5.7,-10.5,0.134
1990,40,Ready Or Not,After 7,R&B/Soul,7,0.733,0.566,0.775,141.9,4.6,-12.1,0.097
1990,41,Have You Seen Her,M.C. Hammer,Electronic/Dance,4,0.621,0.413,0.338,139.5,5.18,-12.3,0.602
1990,42,Epic,Faith No More,Hip-Hop/Rap,9,0.358,0.893,0.262,174.2,4.89,-7.5,0.022
1990,43,Dangerous,Roxette,Rock,2,0.913,0.6,0.764,103.3,3.63,-8.4,0.01
1990,44,Just A Friend,Biz Markie,Hip-Hop/Rap,9,0.862,0.663,0.837,85.3,3.97,-9,0.12
1990,45,Escapade,Janet Jackson,R&B/Soul,1,0.815,0.944,0.682,115.2,4.73,-6.7,0.026
1990,46,Something Happened On The Way To Heaven,Phil Collins,Rock,4,0.615,0.964,0.472,132,5.06,-6.8,0.049
1990,47,Mentirosa,Mellow Man Ace,Hip-Hop/Rap,14,0.966,0.505,0.826,113.6,4.31,-14.8,0.068
1990,48,I'll Be Your Everything,Tommy Page,Pop,1,0.528,0.245,0.376,124.9,3.38,-13.3,0.636
1990,50,Do You Remember?,Phil Collins,Rock,4,0.677,0.509,0.525,93,4.6,-7.5,0.114
1990,51,More Than Words Can Say,Alias,Pop,2,0.412,0.376,0.153,69.1,3.9,-11.8,0.609
1990,52,Oh Girl,Paul Young,Electronic/Dance,8,0.663,0.864,0.558,125.1,4.29,-5,0.033
1990,53,Roam,The B-52s,Rock,3,0.631,0.938,0.682,134.9,4.92,-5.6,0.045
1990,54,U Can't Touch This,M.C. Hammer,Pop,8,0.801,0.947,0.92,133.4,4.12,-4.5,0.009
1990,55,Get Up! (Before The Night Is Over),Technotronic,Electronic/Dance,7,0.79,0.727,0.67,124,5.62,-11.8,0.004
1990,56,I'll Be Your Shelter,Taylor Dayne,Rock,4,0.692,0.912,0.886,107.4,4.72,-5.3,0.151
1990,57,How Can We Be Lovers,Michael Bolton,Rock,3,0.399,0.708,0.688,207.4,3.93,-10.5,0.118
1990,58,Alright,Janet Jackson,R&B/Soul,4,0.601,0.806,0.711,89.9,3.87,-4.6,0.053
1990,59,Make You Sweat,Keith Sweat,R&B/Soul,14,0.649,0.805,0.64,105,5.34,-10.5,0.046
1990,60,Everybody Everybody,Black Box,Electronic/Dance,8,0.712,0.785,0.975,117.6,4.12,-6.4,0.004
1990,62,Knockin' Boots,Candyman,Country,9,0.94,0.662,0.657,101.4,3.88,-8.8,0.095
1990,64,Come Back To Me,Janet Jackson,R&B/Soul,2,0.476,0.895,0.632,108.1,4.13,-4.9,0.01
1990,65,Step By Step,New Kids On The Block,Pop,1,0.63,0.691,0.655,76.9,3.68,-7.6,0.174
1990,66,I Wish It Would Rain Down,Phil Collins,Rock,3,0.51,0.667,0.356,125.9,5.46,-4.7,0.292
1990,67,Price Of Love,Bad English,Rock,5,0.348,0.444,0.241,138.2,4.77,-10,0.02
1990,68,Romeo,Dino,Rock,6,0.673,0.885,0.897,108.2,4.28,-6.8,0.076
1990,69,Groove Is In The Heart,Deee-Lite,Electronic/Dance,4,0.694,0.881,0.924,121.6,3.86,-4.1,0.015
1990,70,Here We Are,Gloria Estefan,Rock,6,0.694,0.467,0.63,142.1,4.83,-14.4,0.639
1990,71,When I'm Back On My Feet Again,Michael Bolton,Rock,7,0.429,0.326,0.185,77.8,3.8,-12.7,0.377
1990,72,Forever,KISS,Rock,8,0.37,0.138,0.322,198.5,2.63,-17.9,0.871
1990,73,What It Takes,Aerosmith,Rock,9,0.521,0.728,0.462,142.9,5.18,-6.4,0.029
1990,74,Without You,Motley Crue,Rock,8,0.746,0.653,0.886,119.2,3.16,-8.9,0.115
1990,75,Whip Appeal,Babyface,R&B/Soul,6,0.454,0.548,0.598,73,5.83,-7.4,0.309
1990,76,Pray,M.C. Hammer,Pop,2,0.57,0.797,0.664,164,3.54,-7.7,0.124
1990,77,Black Cat,Janet Jackson,R&B/Soul,1,0.709,0.912,0.653,115,4.84,-7.2,0.131
1990,78,I Go To Extremes,Billy Joel,Rock,6,0.592,0.918,0.568,127.1,4.39,-4.7,0.014
1990,79,"Baby, It's Tonight",Jude Cole,Pop,16,0.611,0.815,0.7,121,3.63,-6.3,0.044
1990,80,Could This Be Love,Seduction,Pop,11,0.524,0.486,0.301,74,6.34,-11.3,0.513
1990,81,Something To Believe In,Poison,Rock,4,0.52,0.711,0.226,133.9,5.47,-5,0.266
1990,82,The Heart Of The Matter,Don Henley,Rock,21,0.579,0.529,0.38,88.2,5.38,-11.5,0.201
1990,83,Two To Make It Right,Seduction,Pop,2,0.78,0.612,0.712,114.4,4.7,-10.9,0.216
1990,84,Jerk Out,The Time,Electronic/Dance,9,0.792,0.897,0.9,120.6,6.82,-6.8,0.024
1990,85,From A Distance,Bette Midler,Rock,2,0.536,0.242,0.331,138,4.61,-11.7,0.674
1990,86,Praying For Time,George Michael,Rock,1,0.581,0.622,0.257,127.8,4.68,-14.9,0.047
1990,87,The Way You Do The Things You Do,UB40,Pop,6,0.717,0.749,0.929,108.2,3.62,-6.8,0.292
1990,88,This Old Heart Of Mine,Rod Stewart With Ronald Isley,Rock,10,0.676,0.852,0.697,119.8,4.2,-6.8,0.331
1990,89,"My, My, My",Johnny Gill,R&B/Soul,10,0.601,0.611,0.634,74.1,5.37,-10.2,0.082
1990,90,Because I Love You (The Postman Song),Stevie B,Pop,1,0.506,0.321,0.072,128.4,5.11,-11.8,0.74
1990,91,We Can't Go Wrong,The Cover Girls,Pop,8,0.587,0.409,0.449,143.6,5.28,-15.1,0.017
1990,93,Stranded,Heart,Country,13,0.388,0.55,0.253,160,3.98,-9.9,0.157
1990,94,I'll See You In My Dreams,Giant,Rock,20,0.402,0.498,0.115,132.7,4.78,-12,0.074
1990,95,High Enough,Damn Yankees,Rock,6,0.273,0.537,0.232,81.8,4.79,-9.6,0.024
1990,96,So Close,Daryl Hall John Oates,Rock,11,0.426,0.166,0.327,70.5,2.06,-15.8,0.904
1990,97,How Am I Supposed To Live Without You,Michael Bolton,Rock,1,0.559,0.469,0.185,139.1,4.39,-8.3,0.813
1990,98,No Myth,Michael Penn,Pop,13,0.633,0.795,0.833,103.5,4.18,-7.6,0.054
1990,99,Love Child,Sweet Sensation,Pop,13,0.574,0.96,0.65,105,3.03,-0.8,0.125
1990,100,I'm Your Baby Tonight,Whitney Houston,R&B/Soul,1,0.702,0.852,0.698,110.6,4.99,-8.4,0.055
1991,1,Motownphilly,Boyz II Men,R&B/Soul,3,0.756,0.858,0.758,114.1,3.92,-9.6,0.017
1991,2,(Everything I Do) I Do It For You,Bryan Adams,Pop,1,0.519,0.372,0.298,131.2,6.57,-12.6,0.082
1991,3,More Than Words,Extreme,R&B/Soul,1,0.615,0.129,0.249,91.8,5.57,-14.9,0.468
1991,4,Do Anything,Natural Selection,Pop,2,0.654,0.749,0.663,93.8,3.96,-9.2,0.075
1991,6,Romantic,Karyn White,R&B/Soul,1,0.68,0.941,0.823,110.3,4.12,-7.5,0.484
1991,7,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,R&B/Soul,2,0.551,0.591,0.474,201.8,3.95,-8.4,0.005
1991,8,Unbelievable,EMF,Pop,1,0.765,0.596,0.941,158.1,2.36,-7.6,0.5
1991,9,One More Try,Timmy T.,Pop,1,0.551,0.291,0.082,119,5.84,-12.5,0.434
1991,10,Wind Of Change,Scorpions,Rock,4,0.48,0.535,0.293,75.8,5.21,-10.2,0.371
1991,11,"Right Here, Right Now",Jesus Jones,Pop,2,0.657,0.608,0.723,106.9,3.15,-13.6,0.009
1991,12,Baby Baby,Amy Grant,Rock,1,0.702,0.901,0.919,97.9,3.95,-4.4,0.426
1991,13,Love Of A Lifetime,Firehouse,Rock,5,0.678,0.724,0.957,118.4,4.35,-12,0.088
1991,14,I'll Be There,The Escape Club,R&B/Soul,8,0.436,0.248,0.555,123.8,2.18,-17.7,0.863
1991,15,Emotions,Mariah Carey,R&B/Soul,1,0.466,0.416,0.516,98.8,2.85,-8.2,0.742
1991,16,Iesha,Another Bad Creation,Pop,9,0.751,0.761,0.661,111.8,4.34,-8.2,0.015
1991,17,Hole Hearted,Extreme,R&B/Soul,4,0.407,0.743,0.683,203.5,3.65,-9.3,0.198
1991,18,Hold You Tight,Tara Kemp,Pop,3,0.739,0.675,0.643,100.1,4.74,-9.2,0.054
1991,19,I Adore Mi Amor,Color Me Badd,R&B/Soul,1,0.683,0.476,0.725,92,4.82,-10,0.243
1991,20,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,Pop,1,0.753,0.975,0.585,122,4.22,-4.6,0.002
1991,21,Rush Rush,Paula Abdul,Pop,1,0.706,0.44,0.395,90,4.88,-11.6,0.763
1991,22,Crazy,Seal,R&B/Soul,7,0.37,0.866,0.427,162.1,5.28,-3.9,0.087
1991,23,Round And Round,Tevin Campbell,R&B/Soul,12,0.622,0.751,0.886,91.4,3.84,-4.6,0.337
1991,24,Here I Am (Come And Take Me),UB40,Pop,7,0.802,0.621,0.81,95.9,4.03,-7.9,0.098
1991,25,Now That We Found Love,Heavy D & The Boyz,Pop,11,0.744,0.697,0.683,120,4.3,-14.8,0.039
1991,26,Touch Me (All Night Long),Cathy Dennis,Electronic/Dance,2,0.712,0.917,0.536,118.8,4.44,-7.7,0.025
1991,27,Losing My Religion,R.E.M.,Rock,4,0.616,0.694,0.484,129.8,3.54,-5.4,0.161
1991,28,Someday,Mariah Carey,R&B/Soul,1,0.579,0.54,0.713,126.1,3.36,-7,0.301
1991,29,Do You Want Me,Salt-N-Pepa,Hip-Hop/Rap,21,0.909,0.452,0.971,121.6,3.87,-14.2,0.08
1991,30,Joyride,Roxette,Rock,1,0.651,0.74,0.615,102.2,4.03,-6.2,0.086
1991,31,Here We Go,C+C Music Factory/F. Williams,Hip-Hop/Rap,3,0.814,0.494,0.607,128.1,3.85,-7.2,0.624
1991,32,Where Does My Heart Beat Now,Celine Dion,Pop,4,0.525,0.607,0.571,74,4.55,-10.5,0.576
1991,33,All The Man That I Need,Whitney Houston,R&B/Soul,1,0.485,0.577,0.286,150.9,4.19,-10,0.462
1991,34,Something To Talk About,Bonnie Raitt,Country,5,0.795,0.64,0.954,102.6,3.79,-13.5,0.063
1991,35,Every Heartbeat,Amy Grant,Rock,2,0.648,0.89,0.808,127,3.56,-3.8,0.288
1991,36,I've Been Thinking About You,Londonbeat,Electronic/Dance,1,0.751,0.876,0.673,125.1,3.87,-8.1,0.017
1991,37,I Can't Wait Another Minute,Hi-Five,R&B/Soul,8,0.625,0.644,0.638,147.4,5.03,-8.8,0.357
1991,38,I Don't Wanna Cry,Mariah Carey,R&B/Soul,1,0.641,0.504,0.276,130.8,4.81,-12.5,0.197
1991,39,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Pop,1,0.806,0.936,0.773,113.2,5,-6,0.002
1991,40,You're In Love,Wilson Phillips,Rock,1,0.567,0.867,0.535,146,3.24,-11.5,0.004
1991,41,Can't Stop This Thing We Started,Bryan Adams,Rock,2,0.497,0.93,0.47,113.1,3.27,-3.9,0.011
1991,42,It Ain't Over 'til It's Over,Lenny Kravitz,Rock,2,0.679,0.568,0.93,159.7,4.04,-10.7,0.422
1991,43,This House,Tracie Spencer,Pop,3,0.74,0.738,0.971,112.6,5.11,-9.8,0.03
1991,44,Signs,Tesla,Rock,8,0.79,0.734,0.223,107.4,3.91,-4.7,0.085
1991,45,Enter Sandman,Metallica,Rock,16,0.579,0.824,0.635,123.3,5.53,-8.7,0.002
1991,46,The One And Only,Chesney Hawkes,Pop,10,0.681,0.697,0.775,120,3.73,-11.1,0.357
1991,47,O.P.P.,Naughty By Nature,Hip-Hop/Rap,6,0.764,0.895,0.517,97.7,4.17,-12.8,0.002
1991,48,Temptation,Corina,Pop,6,0.384,0.337,0.354,100.8,2.32,-12.7,0.744
